ID,Age,Education,Marital Status,Parental Status,Children,Income,Spent,Customer Loyalty,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,Web Engagement
10299,46,1,0,0,0,48240,882,597,73,389,91,248,64,49,41,6,3,13,3,0,11
3083,41,0,1,1,2,45837,373,338,88,215,13,87,17,17,24,6,2,5,5,0,13
8953,50,1,0,1,3,35791,35,419,94,27,0,5,0,0,3,1,0,3,2,0,9
1503,39,1,1,1,2,162397,107,391,31,85,1,16,2,1,2,0,0,1,0,0,1
8650,37,0,0,1,2,54162,42,468,31,5,6,10,6,5,10,1,0,3,1,0,5
10862,55,1,1,1,1,30522,326,681,6,179,8,83,19,11,26,1,2,9,5,0,3
2782,54,1,1,1,1,54456,404,353,23,352,0,27,10,0,15,6,1,7,3,0,12
6941,44,0,0,0,0,31632,95,350,92,17,8,12,11,15,32,2,1,2,1,0,9
10972,66,0,0,0,0,72298,939,111,52,625,35,169,58,17,35,4,3,6,1,2,5
10708,37,2,0,1,1,36975,33,183,50,10,6,11,0,4,2,1,0,3,1,0,8
6583,60,2,1,0,0,72635,981,391,54,390,22,323,104,35,107,6,8,6,1,1,9
3641,39,0,1,1,1,13624,36,525,93,10,2,15,2,1,6,2,0,3,2,0,8
10156,40,0,0,1,1,84196,1237,391,56,215,63,507,231,31,190,8,4,7,1,0,11
4299,55,0,1,1,1,70971,1825,646,28,1001,17,572,93,125,17,11,11,5,7,0,18
3469,38,1,0,1,2,34487,103,661,94,19,18,33,24,1,8,3,0,3,3,0,12
5063,38,0,0,1,1,28769,191,558,76,41,5,129,10,3,3,4,1,4,3,0,13
10727,45,1,1,1,1,69084,1586,222,43,1181,107,199,39,30,30,7,3,13,2,0,15
9624,57,1,1,0,0,65488,963,16,46,603,45,207,36,18,54,3,4,6,1,0,4
5156,45,2,1,1,1,62466,889,165,13,129,129,259,168,121,83,6,3,12,5,0,10
4376,55,2,0,0,0,32218,93,134,27,10,24,15,13,1,30,2,1,3,1,1,9
8923,42,0,0,0,0,83917,1587,437,12,514,22,732,42,198,79,6,7,7,1,0,9
8461,53,0,0,1,3,46102,16,111,3,14,0,1,0,0,1,1,0,2,1,0,8
6945,63,0,0,0,0,84574,1375,390,72,387,20,713,38,54,163,9,11,11,1,0,14
944,53,0,1,1,1,56181,393,537,6,121,103,69,8,44,48,4,2,7,1,0,8
1907,65,1,0,1,1,63120,1477,639,53,965,69,279,54,41,69,8,4,9,5,0,15
701,44,0,1,1,1,73691,1179,235,58,707,21,250,85,43,73,6,2,8,2,1,8
3856,55,0,1,1,1,63381,1005,632,78,571,50,142,33,50,159,4,5,13,4,0,6
4149,67,1,1,0,0,76140,1348,47,57,586,66,653,17,0,26,5,9,6,1,0,7
2131,56,1,0,1,1,62859,1307,546,37,1063,89,102,16,12,25,9,4,6,4,0,15
2942,51,0,0,1,1,45906,486,418,20,305,3,27,4,3,144,5,4,4,2,1,10
1173,68,1,1,0,0,77632,2252,476,73,1200,105,758,0,42,147,4,2,6,1,2,6
4381,44,1,1,1,2,46463,235,315,56,163,2,40,8,11,11,3,1,6,7,0,9
4611,45,0,1,0,0,105471,1724,524,36,1009,181,104,202,21,207,9,8,13,0,2,12
3376,45,1,0,1,1,55282,235,198,9,125,6,73,8,4,19,3,1,6,1,0,7
4679,38,1,1,1,1,78710,1092,37,42,721,0,152,119,50,50,7,6,12,3,0,11
10928,57,0,1,1,1,66886,599,286,28,315,4,62,41,31,146,7,1,7,2,0,12
4248,55,1,0,0,0,98777,2008,132,23,1000,19,711,125,115,38,4,6,9,0,1,5
6728,30,0,1,1,1,29103,48,671,38,16,0,17,6,3,6,1,0,3,2,0,10
6661,41,0,1,1,1,67445,1174,686,63,757,80,217,29,80,11,9,6,12,5,0,15
4725,65,1,1,1,1,50616,67,77,71,30,2,25,0,1,9,1,1,4,1,0,3
3277,60,0,0,1,1,49431,365,695,9,219,3,100,26,0,17,7,1,5,2,0,15
5555,40,0,0,0,0,153924,6,142,81,1,1,1,1,1,1,0,0,0,0,0,0
2564,62,0,1,1,1,61278,165,176,87,111,3,28,2,6,15,3,1,4,2,0,9
946,57,2,1,0,0,26490,210,645,92,45,47,52,21,20,25,3,1,5,2,0,9
3867,68,1,1,1,1,73059,1095,302,36,410,112,420,0,82,71,9,3,13,1,0,13
6940,49,1,0,1,3,46734,223,251,86,100,1,39,6,1,76,3,2,3,4,1,9
55,52,0,1,1,1,56253,597,569,83,509,0,65,7,11,5,7,2,9,4,0,13
7093,30,0,1,1,1,19986,22,227,74,3,6,5,0,2,6,0,0,3,1,0,7
5084,40,0,0,1,1,58330,1064,186,87,445,53,213,104,98,151,6,4,13,1,0,10
1777,35,2,1,0,0,25965,74,660,29,2,2,11,41,7,11,2,0,3,1,0,10
8162,59,1,1,0,0,14661,26,544,88,4,1,11,6,2,2,1,0,3,1,0,7
10826,56,0,1,0,0,18690,60,548,77,6,1,7,23,4,19,1,1,2,1,0,9
8754,41,1,1,1,1,45068,20,409,25,14,0,3,0,0,3,1,0,2,1,0,8
1987,28,2,0,1,1,21063,59,277,34,1,10,11,19,3,15,2,0,3,2,0,8
11007,47,1,1,1,1,29187,34,416,43,26,0,6,0,0,2,1,0,3,1,0,9
7426,44,2,1,1,2,54690,198,234,76,111,16,37,7,9,18,3,1,5,3,0,6
9153,51,1,1,1,1,59304,1048,335,81,418,61,428,80,51,10,7,8,10,3,0,12
10379,53,1,0,1,2,59247,574,233,87,327,9,122,19,14,83,5,2,9,5,0,11
9204,45,0,0,1,1,66731,1029,655,33,371,159,194,58,106,141,4,3,6,4,0,7
3197,35,0,1,1,1,77353,670,195,38,275,59,107,69,101,59,6,4,8,2,0,10
2920,40,1,0,1,1,52614,990,575,63,789,0,142,12,9,38,2,4,8,2,0,10
6961,41,0,1,1,2,26751,11,38,26,1,1,5,0,3,1,1,0,2,1,0,9
4673,52,1,1,1,1,81300,1241,607,17,1004,12,145,32,12,36,10,3,5,3,1,15
9937,36,0,0,0,0,70337,576,178,75,187,81,149,25,43,91,2,2,12,1,0,3
8779,30,2,1,1,1,36145,172,378,13,56,4,76,17,1,18,4,1,3,4,1,13
9596,35,1,0,0,0,65295,664,188,19,365,32,117,34,110,6,3,3,13,1,0,5
2891,52,0,0,1,1,68118,928,254,51,595,23,123,10,23,154,8,9,4,2,0,14
4910,48,0,0,0,0,68743,2074,668,81,1132,134,384,175,134,115,11,5,13,1,0,18
75,33,2,1,0,0,41039,467,339,32,34,11,137,179,61,45,8,1,5,1,0,16
10120,60,0,1,1,1,38946,257,248,84,116,6,82,6,6,41,3,1,6,2,0,8
6327,48,0,1,0,0,65777,1146,192,87,565,32,435,28,32,54,2,8,6,1,0,3
10142,39,1,0,1,1,66476,689,479,99,372,18,126,47,48,78,5,2,11,2,0,9
9826,43,1,0,0,0,86857,2114,655,96,899,102,838,133,102,40,5,6,10,1,0,7
1501,33,1,1,0,0,160803,1717,694,21,55,16,1622,17,3,4,0,28,1,15,0,0
10767,26,1,1,0,0,77845,1346,44,40,760,40,480,0,40,26,3,5,12,1,2,4
7279,46,1,1,0,0,69476,1044,272,3,260,86,559,63,9,67,4,6,4,1,0,6
7230,55,1,0,1,1,50611,493,633,98,459,0,24,6,0,4,4,5,7,6,1,10
143,45,0,0,0,0,61209,957,308,73,466,0,224,119,49,99,5,3,4,1,0,7
450,57,1,1,1,1,42315,270,352,90,67,15,80,17,11,80,1,4,4,3,0,4
9316,63,2,1,0,0,13084,29,239,29,2,0,7,3,7,10,1,0,3,1,0,7
6379,66,1,0,1,2,47570,121,396,3,67,1,20,0,2,31,2,2,2,3,0,9
9239,54,1,1,1,2,61923,126,338,94,92,4,18,3,3,6,2,1,4,1,0,5
8315,20,0,0,0,0,34824,23,95,65,4,2,11,2,0,4,1,0,2,1,0,7
2868,66,1,0,1,2,26518,57,447,33,20,1,28,3,3,2,2,0,3,3,0,10
10888,54,0,0,0,0,45938,636,238,46,273,11,178,62,83,29,8,4,6,2,0,14
1277,55,0,1,0,0,78468,1004,81,29,434,22,388,104,22,34,10,7,10,1,1,14
9977,42,0,0,1,1,78901,734,285,99,321,11,309,33,26,34,9,3,5,3,0,13
10196,37,0,1,1,2,71427,614,109,26,212,123,177,15,64,23,8,2,8,2,0,12
6384,37,0,0,1,1,71022,1453,138,30,909,12,278,0,12,242,5,2,11,3,1,13
8029,27,1,0,0,0,90247,1621,61,27,1184,32,352,21,16,16,3,4,7,1,3,4
968,47,1,0,1,1,41335,187,185,24,112,19,21,16,14,5,4,1,4,3,0,11
6988,29,0,1,1,1,71952,1443,535,93,656,80,455,52,107,93,8,4,8,2,2,12
4472,45,1,0,1,1,35682,57,2,34,23,0,8,6,2,18,1,1,3,1,0,3
6991,64,0,0,1,1,43185,637,445,88,537,6,42,16,6,30,9,3,6,2,0,17
3336,67,1,1,1,1,66375,948,220,96,712,0,45,0,0,191,2,4,5,3,1,9
4301,44,1,1,1,1,35178,59,535,10,23,1,13,2,2,18,1,1,2,1,1,8
1940,29,0,1,1,1,25252,18,352,26,1,3,4,2,2,6,1,0,2,1,0,9
1272,50,1,0,1,1,55250,903,616,49,664,58,83,32,0,66,7,5,10,4,0,12
1388,40,0,0,1,1,33249,112,494,11,6,10,21,19,14,42,2,1,3,2,0,8
1044,62,0,1,0,0,58398,596,411,44,299,5,201,21,21,49,5,4,8,3,0,9
6969,33,0,1,1,1,50272,233,326,75,99,13,66,43,8,4,4,1,5,3,0,11
10479,40,1,1,0,0,76618,1511,569,64,749,40,294,121,160,147,3,2,5,1,0,4
3619,55,2,0,0,0,87305,1152,644,19,345,25,501,63,138,80,5,3,8,1,1,7
1715,37,0,1,1,1,25851,48,503,45,9,4,18,7,5,5,2,0,3,2,0,9
10159,45,0,0,1,1,58710,1185,455,77,440,81,368,0,122,174,11,5,9,6,0,17
1463,57,0,0,1,2,45160,21,92,9,8,2,5,3,0,3,1,0,2,1,0,8
5114,50,1,1,1,1,74806,965,557,1,670,9,249,0,28,9,5,4,5,2,0,9
4990,61,0,1,0,0,59111,869,423,90,524,0,134,28,28,155,11,1,8,1,0,18
4329,31,1,1,1,1,18988,16,37,43,6,0,6,2,1,1,1,0,3,2,0,8
10936,50,0,1,0,0,72190,1947,501,79,597,166,597,172,166,249,5,6,4,1,0,8
4692,39,0,1,1,1,7500,71,697,19,7,0,12,13,7,32,4,1,2,5,1,13
7212,49,0,1,1,1,44794,65,21,99,54,0,7,0,0,4,2,0,3,1,0,8
6086,60,0,1,0,0,80395,1380,218,62,445,25,706,80,76,48,6,5,12,1,1,8
437,39,1,0,0,0,75012,1027,155,41,294,142,218,164,58,151,3,8,11,1,0,4
11171,50,1,1,1,3,56962,411,261,60,292,3,77,10,3,26,6,3,5,7,0,13
11101,24,0,1,0,0,89891,836,440,17,412,22,132,59,28,183,11,6,8,1,1,15
5329,66,1,0,1,2,35946,11,275,24,8,0,3,0,0,0,0,0,3,1,0,5
610,62,1,1,1,2,53593,480,691,60,349,4,78,6,0,43,7,2,6,8,0,15
9384,37,0,1,1,2,66373,606,382,57,328,9,124,12,24,109,4,2,10,7,0,7
5956,67,1,0,1,3,45072,284,256,74,144,2,99,7,2,30,6,1,4,5,0,14
10430,42,0,0,1,2,89694,1472,263,22,1126,28,211,37,28,42,4,3,4,3,3,9
7875,66,0,1,0,0,72025,1677,61,46,967,0,617,43,50,0,4,8,13,1,3,6
7072,42,0,1,1,1,67432,1335,457,69,432,79,341,177,136,170,8,5,4,2,0,12
6255,63,1,1,1,1,70545,334,26,29,138,39,63,55,18,21,4,1,7,1,0,6
6516,26,2,1,1,1,17487,18,468,37,0,0,1,7,4,6,1,0,2,1,0,8
5564,46,0,1,1,1,62882,1338,689,26,509,133,497,78,24,97,7,5,6,2,0,11
5682,62,1,0,1,1,64108,1099,463,8,948,10,86,13,21,21,6,9,11,4,0,11
7458,59,1,1,1,2,34941,97,480,26,39,2,25,4,3,24,3,0,3,2,0,11
5237,65,1,0,1,3,48767,63,179,79,28,1,21,3,0,10,2,1,3,3,0,7
7761,37,2,1,1,1,38702,109,332,71,13,11,24,13,8,40,3,0,4,2,0,9
5278,51,0,1,0,0,82224,902,155,83,307,26,360,138,31,40,6,9,5,1,1,9
3560,63,0,1,0,0,83844,1574,413,57,901,31,345,75,31,191,4,4,11,1,1,5
7235,40,2,1,1,1,17003,38,202,37,2,5,12,4,8,7,2,0,4,3,0,7
10548,20,0,0,0,0,71163,960,112,30,283,17,372,138,106,44,3,8,12,1,0,4
2281,45,0,0,1,1,33697,28,287,34,4,3,7,0,3,11,1,0,2,1,1,8
4073,61,2,1,0,0,63564,1215,151,0,769,80,252,15,34,65,10,10,7,1,1,16
6974,43,1,1,0,0,83443,1497,180,89,518,42,742,55,56,84,6,10,5,1,0,8
7938,57,1,1,1,1,51518,449,269,92,350,8,66,17,4,4,3,2,10,2,0,6
7094,40,0,0,1,1,58330,1064,186,87,445,53,213,104,98,151,6,4,13,1,0,10
3667,46,0,1,0,0,80952,1757,486,20,778,178,689,41,27,44,8,5,11,1,3,16
7723,36,0,1,0,0,75507,1440,58,56,709,93,374,104,80,80,8,6,6,1,0,11
3870,37,2,1,0,0,63855,1006,505,28,359,35,314,93,116,89,7,3,13,1,0,11
4012,43,1,1,1,1,62220,1226,687,55,799,12,375,16,12,12,7,6,5,5,0,13
5909,51,0,1,1,1,58512,1171,283,25,895,10,101,13,0,152,3,4,8,5,0,11
10470,36,1,1,1,1,40662,92,471,0,40,2,23,0,4,23,2,1,3,2,0,6
6488,56,1,1,1,1,38829,99,84,86,76,0,7,0,0,16,3,2,2,1,0,8
10270,34,2,1,1,1,35523,66,269,8,11,5,22,12,5,11,3,0,3,2,0,10
6887,48,0,0,1,2,79146,564,66,33,245,16,223,21,43,16,8,1,8,2,0,14
6406,27,1,1,0,0,78285,1427,244,13,647,107,391,175,67,40,6,4,10,1,0,9
7573,37,1,0,1,1,31626,86,415,12,39,1,9,2,1,34,2,1,2,1,1,9
4508,63,0,0,0,0,75127,833,38,92,203,35,305,46,17,227,2,11,5,1,0,3
221,60,0,1,1,1,48726,242,428,90,138,3,38,4,0,59,3,2,4,3,0,9
5331,38,0,1,0,0,74985,1869,656,8,587,51,898,247,0,86,3,6,7,1,0,5
1911,28,0,1,0,0,67430,1364,662,6,595,97,291,127,133,121,11,5,12,1,0,17
20,50,2,1,1,1,46891,183,301,91,43,12,23,29,15,61,2,1,4,1,0,6
8786,59,1,1,1,1,62058,450,399,52,301,7,74,10,0,58,6,1,7,4,0,12
10582,36,0,1,1,1,72063,758,361,3,180,32,348,76,32,90,5,2,12,2,0,7
1915,64,1,1,0,0,78939,1507,199,57,794,115,243,150,0,205,8,5,6,1,0,11
8897,50,0,0,1,2,42720,654,431,9,392,5,91,28,26,112,7,3,7,8,0,15
2371,43,0,1,1,2,33622,81,442,22,39,1,22,3,4,12,2,0,4,3,0,9
4303,58,1,1,1,1,6835,137,568,76,107,2,12,2,2,12,0,0,1,0,0,20
6825,62,0,1,1,2,41452,16,480,86,13,0,3,0,0,0,1,0,2,1,0,8
1072,50,1,0,1,1,40760,93,303,64,70,0,17,0,0,6,2,1,3,2,0,8
4964,57,1,1,0,0,74250,1158,154,90,680,11,392,75,0,0,2,11,4,1,0,3
2461,60,1,0,1,2,51124,43,193,79,26,1,11,0,1,4,1,0,3,2,0,4
10736,44,0,0,1,1,72258,1525,290,28,522,0,522,227,120,134,6,9,5,2,0,8
3194,41,1,0,0,0,71466,1230,85,86,412,12,546,78,182,0,4,4,10,1,0,5
10839,39,0,1,1,2,36283,29,76,42,6,5,5,8,0,5,1,0,3,2,0,5
49,45,0,0,1,1,20587,25,49,39,2,3,6,4,1,9,1,1,2,1,0,8
4290,43,0,1,1,1,30467,24,102,8,1,3,8,2,5,5,1,0,2,1,0,8
10219,43,0,1,1,1,31590,38,376,40,6,2,15,6,6,3,1,0,3,1,0,9
4211,29,2,1,1,1,20425,57,608,5,4,12,5,3,16,17,2,0,3,2,0,9
1135,55,1,1,1,2,17144,47,134,96,18,2,19,0,2,6,3,0,4,5,0,10
6299,47,1,0,1,1,42564,813,543,28,324,48,186,39,18,198,6,8,4,6,1,13
10846,37,1,1,1,1,43783,629,31,22,327,9,125,25,4,139,7,1,8,6,1,14
347,39,0,0,1,1,40780,377,659,30,229,27,71,13,3,34,7,1,5,4,0,16
6543,70,1,1,0,0,62847,1612,530,45,521,168,706,80,76,61,3,6,4,1,0,5
10446,58,1,1,0,0,82017,729,599,58,184,23,446,30,23,23,5,4,7,1,3,7
3479,65,0,0,0,0,16813,50,345,49,4,8,11,12,2,13,2,0,3,1,1,9
11075,37,0,1,1,2,51267,270,243,37,183,2,64,7,2,12,3,3,5,4,0,7
4442,54,0,0,1,1,46524,177,450,70,31,19,35,26,14,52,1,1,5,2,0,4
199,53,1,0,0,0,45183,315,525,33,219,3,60,12,9,12,4,1,7,1,1,11
6722,61,1,1,1,1,70421,767,1,98,479,28,136,75,14,35,10,3,7,3,0,16
796,50,2,0,1,1,60161,1071,614,17,584,44,212,46,8,177,11,4,8,3,0,19
3749,42,0,1,0,0,73926,1580,484,54,627,91,597,159,91,15,6,5,12,1,0,9
8523,47,0,1,1,1,19329,60,197,39,24,1,16,12,2,5,4,0,3,3,0,12
310,45,1,1,1,1,61872,573,198,81,330,5,159,36,27,16,4,4,9,4,0,8
8629,59,0,0,1,2,46984,41,460,71,19,1,10,2,1,8,1,0,3,1,0,6
236,64,0,1,1,2,34838,170,526,62,28,23,29,29,14,47,2,1,4,3,0,8
9930,71,1,0,0,0,82716,1167,236,8,606,148,228,15,148,22,6,8,13,1,0,8
3483,57,0,1,0,0,48192,1526,449,76,1039,43,204,153,58,29,2,8,12,3,3,10
4599,39,1,1,1,2,49681,458,237,66,411,0,26,0,0,21,7,1,7,6,0,14
7326,44,1,1,1,1,56850,63,98,83,34,1,19,2,7,0,1,1,3,1,0,3
7352,58,0,1,1,1,55267,405,251,28,161,28,136,32,3,45,3,4,6,4,0,6
2350,43,0,1,1,2,59666,1027,464,87,623,53,178,23,17,133,3,2,8,7,1,11
9145,43,0,0,1,1,72504,1478,449,43,604,26,470,123,161,94,5,9,6,2,0,7
2964,34,0,1,0,0,26872,72,256,0,3,10,8,3,16,32,1,1,2,1,0,7
5585,43,0,0,1,1,21359,48,435,1,12,2,17,6,1,10,2,0,3,2,0,10
9687,40,0,0,0,0,73170,726,29,1,184,174,256,50,30,32,5,4,6,1,0,7
3732,60,1,1,1,1,52750,860,510,72,393,0,239,90,69,69,5,7,9,6,0,9
6303,29,1,1,0,0,91820,1497,218,72,410,73,747,76,161,30,5,5,12,0,0,6
11176,45,1,1,1,1,65968,495,48,12,376,9,83,19,4,4,5,4,7,2,0,8
2986,39,0,1,1,2,30772,20,109,89,7,2,4,2,1,4,1,0,2,1,0,7
7462,61,0,0,0,0,22507,570,582,67,68,0,226,51,157,68,10,2,4,3,0,19
3900,43,0,1,1,1,65685,769,92,54,642,14,49,0,7,57,9,2,9,1,0,14
7034,37,2,1,1,1,25804,55,301,34,8,7,9,13,6,12,2,0,3,2,0,10
9493,35,1,0,0,0,76412,1808,420,15,840,53,804,23,71,17,5,4,8,1,2,8
1143,43,0,1,1,1,22063,55,325,43,7,10,13,3,11,11,2,0,3,2,0,9
1,54,0,0,0,0,57091,577,14,0,464,5,64,7,0,37,7,3,7,1,1,12
3855,52,0,1,0,0,22419,162,437,74,30,3,47,19,21,42,3,2,2,1,0,11
5536,56,0,1,1,1,87771,1957,403,61,1492,38,287,50,57,33,5,10,4,1,4,11
5989,56,2,0,1,1,78353,1576,439,51,752,122,476,39,153,34,10,2,11,1,0,18
9499,61,0,1,1,3,93404,1616,418,97,1279,15,287,20,0,15,3,4,7,3,2,8
6768,53,0,0,1,3,37859,36,533,75,22,1,8,2,1,2,1,0,3,2,0,9
2150,57,1,0,1,1,80995,1482,414,83,860,28,409,73,56,56,8,9,4,1,0,12
6646,31,0,1,1,1,16529,22,120,23,3,0,5,13,0,1,1,0,3,1,0,7
4887,39,1,0,1,2,55412,63,219,65,10,5,28,11,1,8,2,0,3,1,0,7
8560,23,0,0,0,0,48789,680,657,94,351,16,156,7,5,145,6,4,7,1,0,12
3321,48,1,1,1,2,56575,542,420,42,421,5,90,0,16,10,7,3,7,3,0,12
11003,35,2,1,1,1,25130,50,270,10,2,5,7,0,18,18,2,0,3,2,0,9
10402,48,0,1,1,2,35441,39,500,94,25,1,9,2,1,1,1,0,3,2,0,9
9904,59,0,1,1,1,71391,1043,457,50,336,123,274,46,123,141,6,5,12,5,0,9
6141,43,1,0,1,1,49494,385,430,46,191,9,97,0,6,82,6,1,5,2,0,13
5687,35,0,0,0,0,81702,1633,644,98,563,50,774,28,31,187,7,7,12,1,0,10
10856,35,2,0,1,1,45889,46,362,42,31,0,6,0,1,8,1,0,3,1,0,7
5121,38,0,0,1,1,56628,761,100,30,479,5,82,7,17,171,7,6,5,2,1,12
4186,65,0,1,1,2,34026,76,328,11,18,6,15,12,8,17,2,1,3,3,0,7
368,41,0,1,1,1,40049,290,577,61,91,65,52,10,44,28,3,2,6,3,0,8
3312,27,0,0,1,1,34176,89,48,12,5,7,24,19,14,20,3,0,4,4,0,9
11121,34,0,1,1,1,19419,70,596,76,2,14,28,16,3,7,4,0,3,4,0,13
5332,55,2,1,0,0,82504,1066,337,2,362,50,431,134,35,54,3,6,7,1,0,4
5848,45,0,1,0,0,81205,2009,167,43,724,74,929,97,55,130,5,6,7,1,3,7
10343,24,2,0,0,0,61618,1345,638,27,605,91,399,0,45,205,3,6,8,2,0,6
5935,59,1,0,1,1,55284,764,552,60,547,7,140,0,7,63,7,5,8,3,0,12
2895,52,0,0,1,1,49980,195,249,79,104,1,54,13,9,14,3,1,5,2,0,8
10262,35,0,1,1,2,15072,53,415,96,8,2,15,0,10,18,3,1,3,4,0,8
7848,41,0,0,1,1,49166,368,381,17,224,2,25,7,0,110,5,3,3,2,0,11
9477,61,1,1,1,1,65324,544,169,0,384,0,102,21,32,5,6,2,9,3,0,10
4856,58,2,1,0,0,82347,1853,600,38,556,54,845,202,133,63,7,7,10,1,2,10
7186,49,1,1,1,2,30843,35,34,43,24,0,2,0,0,9,1,1,2,2,1,6
5794,41,1,1,1,1,46374,446,104,1,408,0,21,0,0,17,7,1,7,3,2,15
1456,36,0,0,1,1,60474,1180,454,25,265,199,303,234,9,170,10,2,12,7,0,17
4877,42,1,1,1,1,38576,41,117,2,34,0,7,0,0,0,1,0,3,1,0,8
425,30,0,1,1,2,55357,727,495,66,374,64,116,84,25,64,6,2,11,3,0,11
3007,49,0,1,1,2,37758,40,633,49,27,2,10,0,0,1,1,0,3,2,0,9
1031,26,2,1,0,0,85710,1062,420,5,600,20,350,29,30,33,6,9,10,1,1,8
4297,46,0,1,1,1,23228,40,154,71,13,2,18,6,1,0,2,0,3,2,0,10
807,46,1,1,1,2,44602,292,134,35,167,2,89,0,0,34,6,1,4,6,0,14
9553,28,0,1,0,0,7500,15,536,94,0,2,3,4,1,5,0,0,3,1,0,6
4271,26,2,1,1,1,38683,341,633,80,46,35,69,84,41,66,4,1,6,6,0,11
4120,40,2,0,1,1,49514,369,194,61,88,39,78,58,13,93,6,1,4,2,0,13
2036,42,1,1,1,1,57906,401,383,29,243,11,119,10,3,15,4,2,8,3,0,8
115,49,1,0,1,1,43456,393,460,0,275,11,68,25,7,7,5,1,8,3,0,10
4259,29,1,0,1,2,19485,10,278,80,6,0,4,0,0,0,1,0,2,1,0,8
8687,37,0,1,1,1,53172,486,419,54,121,62,90,68,20,125,2,3,8,3,0,5
2447,36,0,1,1,1,30545,69,620,71,4,12,15,19,7,12,2,0,3,2,0,9
10140,32,1,1,0,0,70123,1727,274,27,1308,0,396,23,0,0,5,7,4,1,2,8
9353,56,0,0,1,1,62450,995,174,61,515,47,267,62,66,38,5,5,4,2,1,8
3623,39,0,1,1,1,21675,45,18,55,4,0,16,17,4,4,4,0,3,3,0,11
738,34,2,0,1,2,42395,182,86,35,48,13,57,24,15,25,3,1,4,4,0,10
7631,37,1,1,1,1,61346,989,266,34,562,58,168,43,16,142,5,7,10,1,0,8
4789,62,0,1,0,0,80812,1677,285,95,769,22,500,210,143,33,4,8,5,1,3,6
773,44,1,0,1,2,42835,595,364,64,379,4,93,12,9,98,6,6,4,7,0,12
10602,32,0,1,1,1,39922,156,500,30,29,12,59,19,1,36,3,0,4,2,0,11
1446,59,1,0,0,0,86424,1226,85,12,387,68,569,89,45,68,6,9,12,1,0,7
3270,37,2,1,1,1,17117,128,528,96,12,23,38,30,18,7,3,1,3,4,0,12
8443,43,0,0,1,1,24762,86,139,16,6,10,12,3,15,40,3,1,2,3,1,11
9653,40,0,1,1,1,35797,68,621,16,27,1,14,4,1,21,2,0,3,2,0,10
8916,40,0,0,1,2,36627,16,341,78,9,1,5,0,0,1,0,0,3,1,0,5
8017,34,2,1,1,2,51111,55,10,83,22,0,19,6,5,3,2,0,3,2,0,8
5830,43,1,0,0,0,86857,2114,655,96,899,102,838,133,102,40,5,6,10,1,0,7
4597,45,1,1,0,0,82072,2018,362,67,889,55,685,168,92,129,3,2,13,1,0,4
7023,62,1,0,1,3,46231,263,580,87,189,2,55,0,5,12,6,1,4,4,0,15
8086,56,0,1,1,2,42243,55,200,34,48,0,2,0,0,5,2,0,3,2,0,9
8825,53,0,1,1,2,51195,564,454,46,230,14,156,82,24,58,9,2,5,8,0,17
2930,37,1,0,0,0,68092,1281,195,7,852,60,207,78,36,48,2,6,10,2,0,7
1928,42,0,1,1,1,31814,83,505,73,35,3,20,4,1,20,2,0,3,2,1,11
7108,50,1,0,1,2,51390,353,659,54,205,20,47,23,2,56,5,2,5,6,0,10
10925,32,0,1,0,0,76630,1003,166,93,255,31,446,40,56,175,3,10,11,1,0,4
9960,24,2,0,1,1,26868,14,60,52,0,0,1,8,3,2,1,0,2,1,0,8
8800,72,1,0,0,0,48948,902,513,53,437,8,206,160,49,42,7,10,5,2,1,13
9224,43,1,0,1,1,55260,1139,564,81,825,8,53,11,0,242,8,10,5,2,0,14
5519,59,0,1,1,1,64090,797,326,8,316,58,161,76,51,135,6,9,4,1,0,11
5046,57,0,0,1,1,78331,1638,157,97,756,138,354,160,169,61,10,6,7,2,0,14
7037,41,1,1,1,1,37087,401,322,50,194,55,134,15,0,3,4,2,8,3,0,10
905,29,0,0,1,1,21846,84,250,38,7,17,18,6,10,26,4,0,3,4,0,12
8624,57,0,1,0,0,81320,928,508,61,183,33,493,59,103,57,4,3,10,1,0,6
8945,45,0,0,1,1,54137,203,317,46,171,0,11,0,1,20,4,1,4,2,0,10
6445,48,0,1,0,0,66825,858,350,73,243,101,405,29,40,40,4,5,6,1,0,6
2727,42,0,1,0,0,57100,409,207,19,181,21,69,39,3,96,3,3,6,1,0,6
6404,46,0,1,1,3,58917,282,462,10,151,7,89,0,7,28,4,1,6,5,0,9
11074,38,0,0,0,0,85072,1423,81,94,494,92,391,194,11,241,3,4,10,1,0,3
10150,54,0,0,0,0,86429,1449,220,10,464,28,873,29,18,37,7,4,7,0,1,9
1968,44,0,0,1,1,45684,28,209,37,5,1,5,10,0,7,1,0,2,1,0,8
6534,41,0,1,1,1,47889,67,176,94,29,0,29,0,5,4,2,0,3,1,0,7
9485,29,1,1,0,0,45921,199,111,23,102,9,49,24,3,12,2,1,6,1,0,6
7053,49,1,0,0,0,78420,1453,365,75,604,28,674,91,28,28,3,10,8,1,0,4
4654,23,0,1,0,0,75114,1253,234,40,571,12,523,63,60,24,3,10,5,1,0,5
9760,52,1,0,1,1,52278,1198,520,24,953,0,71,0,0,174,10,5,10,6,0,18
1048,43,1,1,1,1,35641,178,350,11,63,3,67,8,9,28,3,1,4,2,0,10
